NUM,GROUP_NAME,DESC_KOR,SERVING_SIZE,NUTR_CONT1,NUTR_CONT2,NUTR_CONT3,NUTR_CONT4,NUTR_CONT5,NUTR_CONT6,NUTR_CONT7,NUTR_CONT8,NUTR_CONT9
21888,장류,찰골드고추장,100,230,47,6,2,28,1920,0,0,0
21889,장류,우리쌀로 만든 매운 태양초 골드 고추장,100,230,48,4,3,27,2120,0,1,0
21890,장류,순창궁 태양초 100%우리햅쌀 고추장,100,210,41,5,3,29,2057,0,1,0
21891,장류,동해참고추장,100,213,46,6,1,33,2403,0,0,0
21892,식용유지류,해표 포도씨유,100,900,0,0,100,0,0,0,11,0
21893,장류,미소찬 태양초 찰맛 고추장,100,236,50,6,1,28,2407,0,0,0
21894,장류,잘되는 맛집 고추장,100,256,54,6,2,25,2660,0,0,0
21895,장류,순창 태양초 실속 고추장,100,215,44,6,1,17,2170,0,1,0
21896,장류,친정집찰고추장,100,194,42,5,1,19,3179,0,0,0
21897,장류,청매실 태양초 찰고추장,100,256,54,6,2,25,2660,0,0,0
21898,장류,진미 태양초 골드 고추장,100,194,38,6,2,23,2820,0,0,0
21899,장류,참좋은 고추장,100,235,48,6,2,24,2590,0,1,0
21900,장류,찹쌀태양초매운고추장,100,234,49,6,1,27,2924,0,0,0
21901,장류,오복고추장골드,10,209,47,4,1,26,2212,0,0,0
21902,장류,진미찰맛고추장,100,256,54,6,2,25,2660,0,0,0
21903,식용유지류,청정원포도씨유,100,900,0,0,100,0,0,0,11,0
21904,장류,샘표참진한 고추장,100,230,48,6,1,20,2560,0,0,0
21905,장류,참맛고추장골드,100,240,50,6,2,23,2090,0,0,0
21906,장류,삼화참맛고추장,100,223,39,8,4,24,2140,0,1,0
21907,장류,태양초 고추장 OT,100,207,44,27,2,27,2200,0,0,0
21908,장류,자연햇살 찰고추장,100,223,43,8,2,21,2424,0,0,0
21909,장류,양지뜰매운나라고추장,10,23,5,1,0,3,343,0,0,0
21910,장류,쉐프원순창태양초고추장,100,225,49,5,1,23,2560,0,0,0
21911,장류,쌀고추장(수출용),100,230,47,6,2,27,2070,0,1,0
21912,장류,맛있게 매콤한 태양초 고추장,100,230,48,6,1,28,2580,0,0,0
21913,장류,소후레쉬 고추장,100,240,50,6,2,25,2110,0,0,0
21914,식용유지류,포도씨유,100,900,0,0,100,0,0,0,12,0
21915,장류,청정원순창우리쌀로만든현미고추장,100,220,46,5,2,25,2340,0,0,0
21916,장류,이바구촌찰고추장,100,236,47,7,2,20,2507,0,0,0
21917,장류,태양초 참맛 고추장,100,256,54,6,2,25,2660,0,0,0
21918,장류,순창해풍초태양초고추장,14000,29680,40,8,2,16,2490,0,1,0
21919,장류,순창궁태양초찰골드고추장,100,230,48,6,2,26,2180,0,0,0
21920,장류,덜 맵게 순한 태양초 고추장,100,225,45,7,2,25,2020,0,0,0
21921,장류,기픈샘순창찰맛고추장,100,212,40,8,2,16,2490,0,1,0
21922,장류,외갓집조선고추장,100,208,44,5,1,13,3111,0,0,0
21923,장류,태양초고추장,100,230,48,6,2,26,1950,0,0,0
21924,장류,짠맛을 줄인 건강한 고추장,100,230,47,6,2,27,2070,0,1,0
21925,식용유지류,프레스코 포도씨유,100,900,0,0,100,0,0,0,12,0
21926,장류,우리밀 고추장,100,248,56,6,1,20,2231,0,0,0
21927,장류,일품태양초고추장,100,235,48,6,2,21,2700,0,0,0
21928,장류,매일맛있는신고추장,10,23,5,1,0,3,221,0,0,0
21929,장류,청정원순창태양초덜매운고추장,100,235,47,5,3,28,2380,0,0,0
21930,장류,정성가득 고추장,100,230,47,6,2,31,2220,0,1,0
21931,장류,찌개 전용 고추장,100,201,35,8,3,20,4000,0,1,0
21932,장류,명품골드 우리통쌀 고추장,100,207,44,27,2,27,2200,0,0,0
21933,장류,맛깊은찰맛고추장,100,235,47,6,2,24,3100,0,1,0
21934,장류,오뚜기 고향 태양초 고추장,100,256,54,6,2,25,2660,0,0,0
21935,장류,베스트코 고추장,100,230,47,7,1,24,2560,0,0,0
21936,식용유지류,포도씨오일,100,900,0,0,100,0,0,0,11,0
21937,장류,100% 국산고추장,100,245,49,5,3,27,2340,0,1,0
21938,장류,소문난맛집 고추장,100,230,47,6,2,19,2440,0,0,0
21939,장류,우리쌀로 빚은 고추장,100,252,54,4,2,30,1660,0,1,0
21940,장류,황실 고추장,10,226,51,4,1,22,2292,0,0,0
21941,장류,맛을담은찰진고추장,100,240,50,6,2,25,2110,0,0,0
21942,장류,오복고추장,10,205,46,4,0,29,2345,0,0,0
21943,장류,청양초 매실 고추장,100,256,54,6,2,25,2660,0,0,0
21944,장류,기픈샘순창청매실고추장,22000,225,45,7,2,24,2210,0,1,0
21945,장류,태양초 맛 고추장,100,256,54,6,2,25,2660,0,0,0
21946,장류,순창장본가찹쌀고추장,100,225,46,5,2,25,2460,0,0,0
21947,식용유지류,청정원 유기농 코코넛오일,5,45,0,0,5,0,0,0,5,0
21948,장류,청정원 순창 우리쌀 찰고추장,100,240,52,4,2,34,2600,0,0,0
21949,장류,아름찬찹쌀고추장,100,234,47,5,3,21,1820,0,1,0
21950,장류,국산보리 태양초 고추장,100,255,51,5,3,26,1840,0,1,0
21951,장류,태양초 고추장 골드,100,256,54,6,2,25,2660,0,0,0
21952,장류,2배고추장,100,247,47,8,3,30,1781,0,1,0
21953,장류,짠맛을 줄인 고추장,100,250,50,6,3,29,1950,0,1,0
21954,장류,진미 태양초 고추장,100,256,54,6,2,25,2660,0,0,0
21955,장류,감칠맛토속고추장,100,230,47,6,2,31,2220,0,1,0
21956,장류,이바구촌태양초고추장,10,23,5,1,0,2,247,0,0,0
21957,장류,애터미 착한 순창고추장,100,250,47,6,3,25,2970,0,1,0
21958,식용유지류,개성방앗간홍화씨기름,5,40,0,0,4.6,0,0,0,0.5,0
21959,장류,찰진 통쌀 고추장,100,256,54,6,2,25,2660,0,0,0
21960,장류,몽고순창고추장,14000,32200,45,7,2,11,2410,0,2,0
21961,장류,산내들고추장Standard,100,240,49,5,3,26,2560,0,0,0
21962,장류,진한찰고추장골드,100,230,46,6,3,23,2260,0,1,0
21963,장류,태양초쌀고추장 튜브형,20,40,8,1,0,5,530,0,0,0
21964,장류,오복고추장플러스,10,221,50,4,0,21,2045,0,0,0
21965,장류,청정원순창불타는매운고추장,18,40,8,1,0,4,380,0,0,0
21966,장류,샘표프리미엄 고추장,100,225,47,6,1,26,2640,0,0,0
21967,장류,우리집고추장,10,219,50,4,0,22,2213,0,0,0
21968,장류,순창궁 100%우리햅쌀 태양초 매운고추장,100,220,43,7,3,24,2485,0,1,0
21969,식용유지류,엑스트라버진 아보카도오일캡슐,1,9,0,0,1,0,0,0,0,0
21970,장류,우리쌀우리보리고추장,100,195,42,4,1,20,1970,0,0,0
21971,장류,태양초 명품골드 고추장,100,194,38,6,2,23,2820,0,0,0
21972,장류,친정집조선고추장,100,205,44,5,1,20,3218,0,0,0
21973,장류,다농 순창고추장,14000,29680,40,8,2,16,2490,0,1,0
21974,장류,샘표고추장,100,230,48,5,2,23,2560,0,0,0
21975,장류,숨쉬는 태양초 쌀고추장,30,60,13,2,0,8,800,0,0,0
21976,장류,진품 통쌀 고추장,100,256,54,6,2,25,2660,0,0,0
21977,장류,태양초 고향 찰고추장,100,256,54,6,2,25,2660,0,0,0
21978,장류,청정원순창100%국산고추장,100,240,48,5,3,27,2390,0,0,0
21979,장류,순한맛 찰고추장,10,224,51,4,0,23,1973,0,0,0
21980,식용유지류,100%엑스트라버진아보카도오일캡슐,0.5,4.5,0,0,0.5,0,0,0,0,0
21981,장류,옹가네골드찰고추장,100,230,48,6,2,26,2180,0,0,0
21982,장류,범일고추장,100,220,46,5,2,27,3530,0,0,0
21983,장류,국산 통쌀로 만든 고추장,100,207,44,27,2,27,2200,0,0,0
21984,장류,진미 명품 태양초 고추장,100,194,38,6,2,23,2820,0,0,0
21985,장류,미소찬태양초고추장골드,100,230,48,6,2,28,2095,0,0,0
21986,장류,찰고추장,10,214,49,4,1,24,2137,0,0,0
21987,장류,기픈샘순창태양초찰고추장,14000,33320,45,7,2,11,2410,0,2,0
21988,장류,찰맛고추장,100,232,45,6,3,14,2462,0,1,0
21989,장류,고향 고추장,100,194,42,5,1,19,3179,0,0,0
21990,장류,청정원 순창 제주보리고추장,18,40,8,1,0,5,470,0,0,0
21991,식용유지류,아보카도 오일 캡슐 엑스트라버진,0.5,4.5,0,0,0.5,0,0,0,0,0
21992,장류,청양초고추장,100,235,46,6,3,25,1980,0,1,0
21993,장류,짠맛을줄인건강한쌀고추장,100,225,47,4,3,21,2070,0,1,0
21994,장류,진미 참 고추장,100,256,54,6,2,25,2660,0,0,0
21995,장류,순창햇살태양초고추장,14000,32200,45,7,2,11,2410,0,2,0
21996,장류,옛맛그대로찹쌀고추장,100,240,50,4,3,27,2150,0,1,0
21997,장류,기픈샘순창매실고추장,300,212,40,8,2,16,2490,0,1,0
21998,장류,몽고태양초고추장순창명품,14000,33460,50,5,2,27,2550,0,1,0
21999,장류,성가정전통찹쌀고추장,100,275,58,4,3,36,1700,0,1,0
22000,장류,진미 태양초 찰골드 고추장,100,241,51,6,1,25,2250,0,0,0
22001,장류,태양초 찰 골드고추장,100,256,54,6,2,25,2660,0,0,0
22002,식용유지류,플래티넘 아보카도오일,15,135,0,0,15,0,0,0,1.7,0
22003,장류,찌개고추장,100,185,35,7,2,10,3117,0,1,0
22004,장류,안심태양초고추장,100,225,45,6,2,21,2440,0,0,0
22005,장류,옛맛집고추장,100,256,54,6,2,25,2660,0,0,0
22006,장류,기픈샘순창청매실태양초고추장,14000,33320,49,6,2,20,2220,0,1,0
22007,장류,식자재왕순창태양초고추장,14000,32200,45,7,2,11,2410,0,2,0
22008,장류,대관령찰고추장,100,222,14,6,1,35,1795,0,0,0
22009,장류,태양초 고추장,100,220,44,6,2,24,2600,0,0,0
22010,식용유지류,생호두기름,100,899,0,0,99,0,0,0,8,0
22011,식용유지류,퓨어 엑스트라버진 아보카도오일캡슐,1,9,0,0,1,0,0,0,0,0
22012,식용유지류,니우드피지 로얄 엑스트라 버진 코코넛오일,10,90,0,0,9.9,0,0,0,9.6,0
22013,식용유지류,플래티넘 블랙커민씨드오일,15,135,0,0,15,0,0,0,1.6,0
22014,식용유지류,아보카도 포텐,1,9,0,0,1,0,0,0,0,0
22015,식용유지류,보이차오일 캡슐,0.9,8.1,0,0,0.9,0,0,0,0,0
22016,식용유지류,튼튼닷컴 아보카도 오일 캡슐,1,9,0,0,1,0,0,0,0,0
22017,식용유지류,보이차오일100,1,535,1,0,59,0,0,0,9,0
22018,식용유지류,프리미엄 아보카도 오일 캡슐,1,9,0,0,1,0,0,0,0,0
22019,식용유지류,아보카도오일100 엑스트라버진,1,9,0,0,60,0,0,0,6.7,0
22020,식용유지류,먹기좋은 아보카도오일 캡슐,1,9,0,0,1,0,0,0,0,0
22021,식용유지류,프리미엄 엑스트라 버진 아보카도 오일,1,9,0,0,30,0,0,0,2.3,0
22022,식용유지류,달맞이꽃종자유,100,899,0,0,99.9,0,0,0,0,0
22023,식용유지류,아보카도오일 엑스트라버진 캡슐,0.5,5,0,0,0.5,0,0,0,0,0
22024,식용유지류,선택하라 아보카도오일 100,1,270,0,0,30,0,0,0,3.4,0
22025,식용유지류,블랙커민씨드오일캡슐,0.5,135,0,0,15,0,0,0,1.6,0
22026,식용유지류,명인명촌 박원표동백기름,5,45,0,0,5,0,0,0,0.6,0
22027,식용유지류,홍천잣기름,100,895,0,0,99,0,5,0,9,0
22028,식용유지류,엑스트라버진 아보카도오일,1,9,0,0,1,0,0,0,0,0
22029,식용유지류,누나가 선택한 햄프씨드오일캡슐,1,9,0,0,1,0,0,0,0,0
22030,식용유지류,유기농 호두기름,100,877.75,4.43,0,95.55,4.41,0,0,7.75,0
22031,유가공품,서울탈지분유,100,355,52,37,0.5,49,540,0.5,20,0
22032,유가공품,비락탈지분유,100,360,53,35,1,52,570,0.5,5,0
22033,유가공품,비락 전지 분유,100,510,38,26,28,38,410,18,100,1
22034,유가공품,서울전지분유,100,500,38,26,27,37,320,18,70,1
22035,유가공품,탈지분유,100,367,57,35,0,56,465,0,8,0
22036,유가공품,전지분유,100,495,46,14,25,36,400,22,30,0
22037,유가공품,탈지혼합분유,100,335,52,37,1,49,540,1,20,0
22038,유가공품,전지혼합분유,100,490,42,26,24,39,300,15,100,1
22039,장류,수녀원메주,100,421,37,38,14,1,20,0.6,1.7,0
22040,장류,옛맛뚝배기알메주,20,84,7,8.4,2.6,0.2,0,0,0.3,0
22041,장류,백합막장용메주가루,100,394,55,27,7,5,8,0,1,0
22042,장류,메주가루,100,433.4,31.2,38.9,17,0.5,120,0,2.9,0
22043,장류,백합고추장용 메주가루,100,442,48,29,15,4,0,0,2,0
22044,장류,개량메주,100,424.9,32,39.8,15.3,0.7,157.7,0,2.5,0
22045,장류,옛맛뚝배기메주가루,20,84,7,8.4,2.6,0.2,0,0,0.3,0
22046,장류,리놀산알메주,20,84,7,8.4,2.6,0.2,0,0,0.3,0
22047,장류,리놀산 메주가루,20,84,7,8.4,2.6,0.2,0,0,0.3,0
22048,농산가공식품류,콘푸라이트,30,115,26,1,0.5,10,150,0,0,0
22049,농산가공식품류,콘푸로스트,30,116,26.7,1.5,0.3,10.5,160,0,0,0
22050,농산가공식품류,오곡으로 만든 첵스초코,30,118,25.5,1.5,1.1,10.5,195,0,0.5,0
22051,농산가공식품류,고소한 아몬드후레이크,30,125,23,2,3,8,120,0,1,0
22052,농산가공식품류,오곡코코볼,30,115,24,2,1.3,9,90,0,1.1,0
22053,농산가공식품류,오레오 오즈,30,120,26,1,1.5,12,120,0,1.1,0
22054,농산가공식품류,아몬드 푸레이크,40,170,32,2.4,3.6,11.6,180,0,1.6,0
22055,농산가공식품류,COCO POPS CHEX,30,112,24.9,2.1,0.1,11.2,159,0,0.1,0
22056,농산가공식품류,그래놀라 크랜베리 아몬드,30,126,24,2,2.6,6,120,0,1.1,0
22057,농산가공식품류,크랜베리 아몬드 그래놀라,40,159,31.2,3.2,3,12,150,0,0.2,0
22058,농산가공식품류,오곡으로 만든 첵스 초코 쿠키 앤 크림,30,122,24,1.8,2.1,11,160,0,1.4,0
22059,농산가공식품류,후루트링,30,117,26.7,1.2,0.6,12,135,0,0.6,0
22060,농산가공식품류,오곡으로만든첵스초코 스노우초코볼,30,122,24.2,1.9,2,11.1,160,0,1.1,0
22061,농산가공식품류,아몬드 크랜베리 시리얼,30,125,25,2,1.9,8,115,0,0.2,0
22062,농산가공식품류,"현미로 든든한 아침을 만들면, 고소한 현미",40,145,33,2,1,5,220,0,0,0
22063,농산가공식품류,고소한 현미 그래놀라,30,119,24,2.4,1.8,7.5,120,0,1,0
22064,농산가공식품류,초코링 시리얼,30,120,26,2,1.3,13,110,0,0.7,0
22065,농산가공식품류,그래놀라 카카오 호두,30,135,22,2,4.2,6,150,0,1.2,0
22066,농산가공식품류,오곡으로 만든 첵스 초코 요구르트볼,30,123,24,2,2.1,9.9,135,0,1.2,0
22067,농산가공식품류,콘푸라이트 1/3 라이트,30,115,26,1,0.6,6,190,0,0,0
22068,농산가공식품류,콘스위트 시리얼,30,115,27,1,0.2,8,150,0,0,0
22069,농산가공식품류,그래놀라 블루베리,30,125,24,2,2.3,6,130,0,1,0
22070,농산가공식품류,현미 푸레이크,30,113,25.2,1.8,0.6,4.2,150,0,0.2,0
22071,농산가공식품류,쵸코후레이크,30,115,25,1,1.1,10,160,0,1,0
22072,농산가공식품류,콘후레이크,30,110,24,2,0.7,2,230,0,0.6,0
22073,농산가공식품류,오곡 코코볼 정글탐험대,30,115,24,2,1.4,9,85,0,0.9,0
22074,농산가공식품류,콘푸레이크,40,151,34.8,2.4,0.2,4,280,0,0,0
22075,농산가공식품류,프렌즈 시리얼,30,123,24.9,1.8,1.8,9.9,150,0,1.3,0
22076,농산가공식품류,XS 에너지 시리얼 허니 콘플레이크,30,116,23.4,1.5,1.8,9.9,147,0,0.3,0
22077,농산가공식품류,XS 에너지 시리얼 허니 오트밀,30,119,25.2,1.8,1.5,12.6,174,0,0.2,0
22078,농산가공식품류,"통곡물로 든든한 아침을 만들면,건강한 칠곡",40,145,32,3,0.9,9,220,0,0,0
22079,농산가공식품류,콘푸로스트 라이트슈거,30,116,26.7,1.5,0.3,7.8,195,0,0,0
22080,농산가공식품류,체리 블러썸 그래놀라,30,124,24,2.3,2.4,7.5,120,0,0.8,0
22081,농산가공식품류,Special K luten free Almond and Cranberry,40,153,31,3,1.9,6.7,198,0,0.3,0
22082,농산가공식품류,콘앤스위트,30,120,8,2,0,9,6,0,0,0
22083,농산가공식품류,코코팝스,30,114,26.4,1.5,0.3,12,216,0,0.2,0
22084,농산가공식품류,오곡 푸레이크,30,112,25.5,1.5,0.8,9.9,135,0,0.2,0
22085,농산가공식품류,통곡물오곡,40,154,34.8,2,0.8,9.2,230,0,0.4,0
22086,농산가공식품류,아몬드 프레이크,30,125,24,2,2.6,7,110,0,0.2,0
22087,농산가공식품류,달지 않고 고소한 콘프레이크 시리얼,30,115,27,2,0,2,70,0,0,0
22088,농산가공식품류,씨알로 우리쌀 프레이크,30,115,27,2,0.1,6,120,0,0,0
22089,농산가공식품류,콘프레이크,30,114,26,2,0.2,2,194,0,0,0
22090,농산가공식품류,달지 않고 고소한 콘프레이크,40,155,35,2.4,0.6,0.2,246,0,0.3,0
22091,농산가공식품류,아몬드시리얼,30,128,23,2,3,7,137,0,1.2,0
22092,농산가공식품류,아임이 크랜베리 아몬드 믹스 시리얼,30,125,24,2,2.2,7,95,0,0.2,0
22093,농산가공식품류,Raisin Bran,59,190,47,5,1,18,200,0,0,0
22094,농산가공식품류,"통곡물로 든든한 아침을 만들면,맛있는 단호박",40,145,33,2,1,9,240,0,0,0
22095,농산가공식품류,오곡으로만든 초코로핀,30,107,24,2,0.5,9,85,0,0.2,0
22096,농산가공식품류,씨알로 오곡초코로핀,30,115,26,2,0,10,75,0,0,0
22097,농산가공식품류,아임이 초코링 시리얼,30,120,26,2,1.3,13,110,0,0.7,0
22098,농산가공식품류,XS 에너지 시리얼 초코 콘플레이크,30,117,26.1,1.5,0.75,11.7,120,0,0.36,0
22099,농산가공식품류,다섯가지 곡물로 만든 오곡 초코볼,30,105,23,2,0.8,9,80,0,0.5,0
22100,농산가공식품류,우리쌀프레이크,30,115,26,2,0.4,8,140,0,0,0
22101,농산가공식품류,오곡 코코볼 우주탐험대,30,115,25,1,1.2,9,80,0,0.9,0
22102,농산가공식품류,라이스앤 프로틴 시리얼,30,116,22.5,4.8,0.8,6.3,102,0,0.2,0
22103,농산가공식품류,씨알로 콘플레져,30,115,27,1,0,6,140,0,0,0
22104,농산가공식품류,씨알로 아몬드프레이크,30,125,24,2,2.6,7,110,0,0.2,0
22105,농산가공식품류,CHOICE L 스위트콘 시리얼,40,153,36,1.6,0.3,11,193,0,0,0
22106,농산가공식품류,시리얼바,35,130,21.5,3.4,5.8,6.6,60,0,0.9,0
22107,농산가공식품류,우리아이우리쌀링,30,125,26,1,1.9,11,35,0,0.5,0
22108,농산가공식품류,CHOICE L 아몬드 시리얼,40,168,31,2,4,9.6,180,0,1.6,0
22109,농산가공식품류,CHOICE L 오곡초코볼 시리얼,40,142,31.6,2.4,0.7,12,113,0,0.2,0
22110,농산가공식품류,요거트 시리얼,30,123,24,1.5,2.3,12,90,0,0,0
22111,농산가공식품류,시리얼바라이트,26,98,14,2.4,4.2,4,25,0,0.4,0
22112,농산가공식품류,곰곰 라이스 플레이크 오리지널,30,115,27,2,0.1,5,160,0,0.1,0
22113,농산가공식품류,곰곰 콘 플레이크 스위트,30,15,27,2,0.1,7,120,0,0.1,0
22114,농산가공식품류,곰곰 콘 플레이크 아몬드,30,125,25,2,2,6,130,0,0.2,0
22115,농산가공식품류,곰곰 콘 플레이크 오리지널,30,115,26,2,0.1,2,186,0,0.1,0
22116,농산가공식품류,하루꽉찬 통곡물 시리얼 베리믹스,30,110,26,1.9,0.1,8.4,3.7,0,0.02,0
22117,농산가공식품류,하루꽉찬 통곡물 시리얼 현미,30,112,26,2,0.2,8.6,3.5,0,0.05,0
22118,농산가공식품류,하루꽉찬 통곡물 시리얼 카카오,30,110,26,2.1,0.1,8,11,0,0.02,0
22119,농산가공식품류,하루꽉찬 통곡물 시리얼 밀싹,30,111,26,1.8,0.1,8.7,3.3,0,0.05,0
22120,농산가공식품류,하루꽉찬 통곡물 시리얼 시트러스,30,113,26,1.7,0.3,10,2.9,0,0.16,0
22121,농산가공식품류,시리얼 메이드 카카오,30,113,25,2.4,0.7,11,14,0,0,0
22122,농산가공식품류,시리얼 메이드 시트러스,30,114,25,1.7,0.7,11,10,0,0,0
22123,농산가공식품류,시리얼 메이드 오리지널,30,113,25,1.8,0.6,11,10,0,0,0
22124,농산가공식품류,시리얼 메이드 그린티,30,113,25,1.9,0.5,11,12,0,0,0
22125,유가공품,빙그레 바나나맛 우유,240,208,27,7,8,27,110,30,5,0
22126,유가공품,내추럴플랜 클래식 저지방,200,95,10,6,3.6,10,110,15,2.4,0
22127,유가공품,밀크플러스,200,90,10,6,2.5,10,110,10,1.6,0
22128,유가공품,허쉬초콜릿드링크 오리지널,190,130,24,4,2,22,90,5,1.6,0
22129,유가공품,서울우유 딸기,200,13,21,5,3,20,90,10,2,0
22130,유가공품,고소한 저지방,185,95,9,6,3.7,9,90,14,2.3,0
22131,유가공품,서울우유 초콜릿,200,135,22,5,3,21,90,10,2,0
22132,유가공품,서울우유 커피우유 플러스,200,120,19,5,2.5,14,80,10,2,0
22133,유가공품,연세대학교 자녀사랑 키짱 전용목장,100,65,5,3,3.5,5,50,10,2.5,0
22134,유가공품,빙그레 딸기맛 우유,240,195,27,6,7,27,110,30,4.5,0
22135,유가공품,초코에몽,250,235,34,7,8,32,105,25,5,0.3
22136,유가공품,빙그레 바나나맛 우유 Liht,240,142,21,6.5,3.6,21,110,20,5,0
22137,유가공품,건국 고칼슘우유 아카데미,180,124,8.3,5.4,7.7,8.3,90,27,4.1,0
22138,유가공품,고단백 저지방,180,100,8,10,3,8,95,15,2,0
22139,유가공품,더 진한 초코 우유,200,145,18,5,6,16,120,5,4.1,0
22140,유가공품,앙팡200,200,65,4.5,3.3,4,4.5,50,15,2.5,0
22141,유가공품,네스퀵초콜릿맛드링크,180,150,22,4.3,5,20,130,20,3.3,0
22142,유가공품,우유속에 딸기과즙,300,200,29,7,6.5,25,100,25,3.7,0.3
22143,유가공품,푸르밀 가나쵸코우유,200,105,15,4.1,3,13,80,5,2.7,0
22144,유가공품,건국 오메가 수,180,115,8,6,6.5,8,90,25,4.2,0
22145,유가공품,우유속에 코코아,300,250,34,8,9,32,145,30,4.8,0.3
22146,유가공품,덴마크 초코초코 우유,200,225,35,6,7,34,105,20,5,0
22147,유가공품,푸르밀 바나나킥우유,300,205,29,5.8,7.1,28,95,15,5.8,0
22148,유가공품,푸르밀 검은콩이 들어있는 우유,180,100,15,3.8,2.7,14,75,5,2,0
22149,유가공품,덴마크 딸기딸기 우유,200,175,28,5,4.5,27,120,10,2.5,0
22150,유가공품,딸기맛 우유(수출용H),240,195,27,6,7,27,110,30,4.5,0
22151,유가공품,파스퇴르 유산균우유,200,135,10,6,8,10,100,25,5,0
22152,유가공품,맛단지 바나나우유,220,195,26,6,7.3,23,90,20,5,0
22153,유가공품,딸기타임,200,115,21,3.2,2,18,75,7,2,0
22154,유가공품,초코타임,200,146,26,3.2,3.2,19,110,3,3.2,0
22155,유가공품,빙그레 오디맛 우유,240,187,25,6,7,25,113,23,4.5,0
22156,유가공품,바나나는 원래 하얗다,225,150,24,5,4,24,95,15,2.7,0
22157,유가공품,더 진한 딸기 우유,200,160,22,4,6,22,85,15,4.3,0
22158,유가공품,건국 아이밀크 꼬끼우,180,116,8.3,5.4,6.8,8.3,90,27,4.1,0
22159,유가공품,매일우유 딸기,200,135,21,4.5,3.5,18,85,15,1.8,0
22160,유가공품,초코 꿀딴지,180,170,26,4.7,5.4,23,90,15,3.2,0
22161,유가공품,바나나우유,225,125,17,4.6,4.2,16,90,15,3.4,0
22162,유가공품,LB-9 유산균우유,180,125,9,6,7,9,95,25,5,0
22163,유가공품,푸르밀 초코 바나나킥우유,300,240,40,6.6,6,37,100,15,5.2,0
22164,유가공품,허쉬초콜릿드링크 쿠키앤크림,235,210,32,6.5,6,32,110,3,5,0
22165,유가공품,아침의 선물 고칼슘 & 글루코사민 우유,185,125,9,5.5,7.4,9,90,27,5.4,0.3
22166,유가공품,더 진한 바나나 우유,200,185,26,4,7,25,105,25,4.6,0
22167,유가공품,소와 나무 우유,200,140,11,6,10,11,110,15,6,0
22168,유가공품,HEYROO 초코 우유,200,290,37,9.9,11.3,35,205,35,8.5,0
22169,유가공품,Caffe bene(카페베네) 오곡라떼,300,180,26,5.9,5.4,24,140,15,4.1,0
22170,유가공품,덴마크 모닝시리얼 우유,200,120,14,6,4.2,11,90,15,2.4,0
22171,유가공품,HEYROO 딸기 우유,200,315,42,9.3,12.3,40,275,35,8.8,0
22172,유가공품,매일우유 초콜릿,200,150,24,5,4,24,75,13,2.5,0
22173,유가공품,딸기 꿀딴지,180,145,22,4,4.7,19,80,15,3.2,0
22174,유가공품,유기농 딸기우유(ORANIC MILK),125,105,13,4,4.1,13,50,15,2.5,0
22175,유가공품,남양 맛있는우유 쵸코,180,120,17,4.8,3.8,15,90,15,2.3,0
22176,유가공품,건국 헬스플러스 저지방&칼슘,180,68,8.5,5.4,1.4,8.3,90,5,0.7,0
22177,유가공품,후디스 초유 플러스 우유,200,130,10,6,7.2,10,100,24,5,0
22178,유가공품,아인슈타인 Kids,185,120,9,6,6.8,9,90,15,3.9,0.3
22179,유가공품,연세대학교 저지방 칼슘우유,100,45,5,3,1,5,50,2.5,0.5,0
22180,유가공품,메론맛 우유(수출용),200,160,22,5.2,5.5,21,85,20,2.7,0
22181,유가공품,소와나무 딸기우유,200,125,18,5,3.4,17,120,15,2.4,0
22182,유가공품,ΩMEA3 Health Doctor,100,65,5,3,3.5,5,50,10,2.5,0
22183,유가공품,내추럴플랜 키즈,180,125,9,6,7,9,100,25,4.4,0.3
22184,유가공품,연세대학교 연세우유 골드플러스 RT,100,65,5,3,3,5,50,10,2.5,0
22185,유가공품,덴마크 민트초코우유,200,150,26,4,3.5,23,95,15,3,0
22186,유가공품,아침의 선물 아인슈타인 베이비,185,125,9,6,7,9,100,25,4.8,0.3
22187,유가공품,아침＆저지방 우유,200,80,11,5,2,10,110,10,1.5,0
22188,유가공품,아침&초코우유,200,130,22,4,1,22,110,6,0.8,0
22189,유가공품,유기농 바나나우유(ORANIC MILK),125,110,14,3.5,4.5,14,60,18,3,0
22190,유가공품,카페베네 딸기크림치즈라떼,200,140,21,4,4.7,21,70,5,3.5,0
22191,유가공품,HEYROO(헤이루) 메론 우유,500,300,36,10,13,36,200,55,8,0.5
22192,유가공품,메로나 보틀,230,209,34,8,4.5,30,130,15,3,0
22193,유가공품,새벽목장 오메가3&고칼슘,200,135,9.4,6,8,9.4,100,30,5,0.3
22194,유가공품,소와나무 쵸코렛 우유,200,120,21,5,1.8,19,140,5,1.3,0
22195,유가공품,HEYROO 바나나 우유,200,315,36,9.4,14.6,34,250,35,11.2,0
22196,유가공품,서울우유 바나나,200,130,21,5,3,20,90,10,2,0
22197,유가공품,남양 맛있는 우유 딸기,180,115,18,4.5,3,18,75,15,2,0
22198,유가공품,아침&딸기우유,200,135,20,5,3.8,20,95,10,2.5,0
22199,유가공품,신선한 크림으로 만든 휘핑크림,100,353,3,2,37,0,27,0,0,0
22200,유가공품,내가 아는 그 고급진 생초콜릿 드링크,180,170,24,5,6,20,70,15,3.9,0
22201,유가공품,앙팡베이비,100,65,4.5,3,4,4.5,50,15,2.5,0
